,title,title_len,title_in_content,content_len,include_rate
1802,“安居中国”展现人民情怀,7,7,867,1.0
1803,望海楼为地区团结合作开拓新天地,6,4,622,0.6666666666666666
1804,“退群”世卫组织，是对美国政治的终极嘲讽,13,11,1172,0.8461538461538461
1805,铁拳治乱，落实“房住不炒”,9,8,492,0.8888888888888888
1806,在平等和相互尊重轨道上推进中美经贸磋商,11,11,582,1.0
1807,以推动高质量发展为主题,6,6,751,1.0
1808,某些美国政客想充当暴恐势力的幕后黑手？,11,11,585,1.0
1809,“只提轨迹不提人”，新流调报告值得提倡,12,11,429,0.9166666666666666
1810,让“幸福的地方”更加幸福,8,8,442,1.0
1811,尊重生命，数据修正的根本逻辑,8,7,1012,0.875
1812,为基层减负，爱护挑担人,7,7,777,1.0
1813,瞧！这座一边读书、一边创新的气质之城,12,7,476,0.5833333333333334
1814,一定要把我国实体经济搞上去,7,7,629,1.0
1815,着力提高年轻干部解决实际问题能力,7,6,748,0.8571428571428571
1816,丰富发展“一国两制”和基本法实践的重大举措,11,11,1056,1.0
1817,阻断疫情输入要有这些“硬招”,9,8,538,0.8888888888888888
1818,坐言起行，用发展切实破解香港社会深层次问题,10,10,792,1.0
1819,深刻把握在严峻挑战下做好经济工作的规律性认识,12,12,659,1.0
1820,“农大老师”是知识分子科学报国的典范,10,9,586,0.9
1821,全球抗疫离不开多边主义的全球卫生治理,9,8,1484,0.8888888888888888
1822,在传承中推进协商民主发展,7,7,731,1.0
1823,不忘历史，向前奋进,6,6,613,1.0
1824,初心使命是一辈子的事,7,5,684,0.7142857142857143
1825,国企改革，放活也要管好,6,6,764,1.0
1826,立身百行以学为基,4,4,504,1.0
1827,人民日报社论在新时代伟大征程上奋勇前进,9,7,1034,0.7777777777777778
1828,推动宪法与时俱进完善发展,5,5,706,1.0
1829,科技创新是赢得未来的关键,7,6,700,0.8571428571428571
1830,选准“适用的钥匙”,6,6,275,1.0
1831,为全球经济治理注入正能量,7,7,680,1.0
1832,聚民心，振奋亿万人民精气神,6,4,845,0.6666666666666666
1833,凝聚人心汇聚民力的强大力量,7,7,707,1.0
1834,不能动辄签“责任状”,6,6,706,1.0
1835,为传统节日赋予当代表达,5,5,692,1.0
1836,从“写”力戒形式主义,6,6,1038,1.0
1837,钟声不要陶醉于自欺欺人的“胜利”,9,8,809,0.8888888888888888
1838,创造世界经济更加美好的明天,7,7,807,1.0
1839,中国已做好全面应对的准备,7,7,931,1.0
1840,中国将冷静理性反制贸易霸凌,7,7,660,1.0
1841,文化传承与政治认同,5,5,835,1.0
1842,和音用制度体系保证人民当家作主,7,6,661,0.8571428571428571
1843,坚守初心不忘本,4,4,635,1.0
1844,新时代，改革开放再出发！,7,7,839,1.0
1845,凝心聚力共建美丽新疆,5,3,578,0.6
1846,望海楼天山南北铺展壮美画卷,5,3,647,0.6
1847,时刻与人民在一起,5,3,904,0.6
1848,没有烈士血，何来遍地红,7,7,488,1.0
1849,创新让我们更有底气,6,6,865,1.0
1850,炮制散布涉疆谎言，这些表演真拙劣！,10,5,444,0.5
1851,平凡劳动者的不平凡作为,6,4,657,0.6666666666666666
1852,《求是》编辑部武汉胜则湖北胜湖北胜则全国胜,12,4,4976,0.3333333333333333
1853,纠治形式主义须坚持以人民为中心,8,8,831,1.0
1854,加强对广大青年的政治引领,6,6,814,1.0
1855,个人信息保护与大数据应用并非两难,8,7,765,0.875
1856,保持良好状态践行我军宗旨,5,5,574,1.0
1857,传承艰苦奋斗精神,3,3,707,1.0
1858,在奋勇搏击中放飞青春梦想,7,7,253,1.0
1859,一个值得高度重视的重大判断,6,5,950,0.8333333333333334
1860,保护好传承好历史文化遗产,6,6,670,1.0
1861,期待疫后“最美丽的春天”,8,6,690,0.75
1862,常态化防疫，必须“一手撑伞，一手干活”,12,11,698,0.9166666666666666
1863,钟声狂风骤雨不能掀翻大海,5,4,849,0.8
1864,玩弄双重标准美方自取其辱,4,4,722,1.0
1865,巩固和拓展脱贫攻坚成果,6,6,652,1.0
1866,切实发挥监督保障执行促进完善发展作用,9,9,827,1.0
1867,谁在把人类拖入病毒与对抗的双重险境,11,11,1072,1.0
1868,诚信“身份证”谁也丢不起,8,8,436,1.0
1869,“定制服务”让春运更暖心,7,7,341,1.0
1870,擘画新时期中尼关系蓝图,6,6,741,1.0
1871,郑言苦难辉煌百年路砥柱人间是此峰,9,5,2405,0.5555555555555556
1872,赓续精神血脉抱定必胜信念,5,5,630,1.0
1873,望海楼什么也撼动不了中国这棵参天大树,8,4,664,0.5
1874,五个“事关”深刻阐明新闻舆论工作的极端重要性,12,12,1044,1.0
1875,风雨不动安如山,2,2,1017,1.0
1876,“进博时刻”呈现更加开放的中国,9,8,505,0.8888888888888888
1877,适应新时代需求，让互联网更好地造福人民,11,9,764,0.8181818181818182
1878,五年规划彰显制度优势,5,4,770,0.8
1879,让共和国的奋斗史诗激发磅礴力量,8,8,617,1.0
1880,守住精文减会的硬杠杠,6,6,522,1.0
1881,疫情下的这届学生，期待你们乘风破浪,9,9,535,1.0
1882,肩负起时代赋予的使命任务,6,5,688,0.8333333333333334
1883,复工复产也是企业管理大考,7,7,673,1.0
1884,把党的组织优势巩固好发展好发挥好,11,11,567,1.0
1885,拥抱文明之美,3,3,453,1.0
1886,霸凌不休世界反感,4,3,474,0.75
1887,牢记初心使命，推动全面从严治党向纵深发展,11,11,825,1.0
1888,心系“香山红”扬帆“中国号”,10,8,531,0.8
1889,颁发民法典是我国坚持以人民为中心的伟大实践,12,11,885,0.9166666666666666
1890,钟声中国发展绝非外来恩赐,6,3,955,0.5
1891,“政治病毒”也是人类共同的敌人,10,9,1043,0.9
1892,始终强化“一国两制”使命担当,7,7,592,1.0
1893,厚待消费者才有未来,5,4,748,0.8
1894,“天问”探火将最终惠及全人类,8,6,913,0.75
1895,答好精准扶贫这一世界难题的中国答卷,10,6,688,0.6
1896,保护知识产权，凝聚创新力量,6,6,775,1.0
1897,反对浪费应成为市场主体的自觉行动,8,7,477,0.875
1898,中国经济在走上坡路,5,3,841,0.6
1899,在增强“四力”中提升民族宣传工作能力水平,12,9,676,0.75
1900,在学习党史中更好走向未来,7,6,1861,0.8571428571428571
1901,推动全球共同发展打造多边合作典范,7,6,1858,0.8571428571428571
1902,钟声展大国雄风，见开放包容胸怀,9,7,702,0.7777777777777778
1903,“创新示范”牢牢把握“于变局中开新局”,12,10,639,0.8333333333333334
1904,五个“绝不答应”是和平正义的时代强音,11,11,882,1.0
1905,上下同心团结奋进,2,2,695,1.0
1906,莫把减负当减责,5,3,837,0.6
1907,荒唐声明不得人心，粗暴干预注定徒劳,8,7,785,0.875
1908,善于从危机中捕捉机遇,6,6,556,1.0
1909,望海楼他们才是香港的脊梁,7,6,737,0.8571428571428571
1910,望海楼不是一阵子，而是一辈子,6,5,592,0.8333333333333334
1911,绿色发展必将持续释放生态红利,7,6,794,0.8571428571428571
1912,筑牢高质量发展绿色屏障,5,5,540,1.0
1913,奋进经济社会发展新目标,5,5,586,1.0
1914,开放促改革，增添发展新动能,8,7,925,0.875
1915,毫不手软、露头就打！严厉遏制涉疫苗诈骗,11,8,300,0.7272727272727273
1916,深度开发，激活人工智能潜能,6,3,699,0.5
1917,人民至上生命至上,4,4,599,1.0
1918,决不允许任何人任何势力挑战“一国两制”原则底线,10,8,611,0.8
1919,继续为中华民族伟大复兴辛勤耕耘勇往直前,7,7,776,1.0
1920,扛起责任，把初心写在抗疫一线,9,8,729,0.8888888888888888
1921,以诚信建设守护网络家园,6,6,708,1.0
1922,望海楼香港破局之道何在？,6,1,609,0.16666666666666666
1923,让人人享有文化滋养,5,5,743,1.0
1924,进博会为“首店经济”插上腾飞翅膀,10,10,797,1.0
1925,新型政党制度彰显“中国优势”,8,8,732,1.0
1926,中非合作好不好，中非人民最有发言权,8,8,961,1.0
1927,中国开放之门越开越大,6,6,740,1.0
1928,从容应对惊涛骇浪的深厚底气,5,5,834,1.0
1929,用高质量党建引领一流高校建设,7,7,682,1.0
1930,扩内需要着力在“实”上下功夫,9,7,733,0.7777777777777778
1931,爱国情感绝非民粹主义,4,4,645,1.0
1932,奏响合作抗疫感人乐章,5,5,651,1.0
1933,为有牺牲多壮志,5,5,900,1.0
1934,激活沉睡的“文化库存”,7,6,731,0.8571428571428571
1935,秉持科学精神遵循科学规律,6,6,978,1.0
1936,向着科技新高峰再出发,5,3,547,0.6
1937,牢牢守住粮食能源安全这道底线,6,6,1246,1.0
1938,疫情防控要做到守土有责守土有方,7,7,732,1.0
1939,党员干部要当好“老百姓的官”,8,8,747,1.0
1940,大变局中的中国与世界,6,6,4139,1.0
1941,为缓解发展赤字提供思想引领,7,7,807,1.0
1942,“为人民干事是天职”,7,7,657,1.0
1943,人民日报社论激发制度优势凝聚奋斗伟力,8,6,790,0.75
1944,让黄河更好造福人民,5,4,520,0.8
1945,中国制度为何具有显著优势,6,5,698,0.8333333333333334
1946,夯实基础锻造坚强有力的战斗堡垒,7,7,710,1.0
1947,引领中意关系进入新时代,6,4,686,0.6666666666666666
1948,品悟端午文化内涵,4,4,237,1.0
1949,“赫赫有功”与“默默无闻”,8,8,735,1.0
1950,为夺取全面建设社会主义现代化国家新胜利而奋斗,11,11,805,1.0
1951,让质量立校成为党校人的自觉追求,9,7,719,0.7777777777777778
1952,共同反对暴力珍惜法治秩序,6,5,534,0.8333333333333334
1953,治治“身不由己”的形式主义,6,5,828,0.8333333333333334
1954,鼓动暴力、搞乱香港的霸权黑手,8,7,819,0.875
1955,沉下心让防控举措更细更实,6,4,724,0.6666666666666666
1956,弘扬核心价值，坚定文化自信,7,6,593,0.8571428571428571
1957,新消费，提升美好生活体验,6,6,893,1.0
1958,让“师道”光芒薪火相传,7,7,590,1.0
1959,八百里洞庭映一片初心,6,3,401,0.5
1960,画好人生的“九百个方格”,7,6,714,0.8571428571428571
1961,彰显社会主义法治文化的丰富内涵,7,7,664,1.0
1962,铲除“蝇贪”滋生的不良土壤,9,8,428,0.8888888888888888
1963,逆行2020，奋进2021,5,4,835,0.8
1964,积聚创新的冲天之力,5,2,681,0.4
1965,人民日报钟声大国合作是世界经济复苏重要动力,10,7,786,0.7
1966,“迎着胜利向前方”,6,6,641,1.0
1967,用科学家精神激发科技创新,6,4,854,0.6666666666666666
1968,《新中国发展面对面》，化“艰难说服”为“理论解渴”,17,16,632,0.9411764705882353
1969,严重挑战“一国两制”原则底线难逃法律的审判,11,11,645,1.0
1970,人民日报海外版“中国台湾”四个字，踩了谁的痛脚？,14,11,751,0.7857142857142857
1971,协同作战，诠释生命至上,5,4,936,0.8
1972,在大战中践行初心使命在大考中交出合格答卷,13,13,601,1.0
1973,马克思主义政治经济学的最新发展,5,4,1210,0.8
1974,“我们的幸福将属于千百万人”,9,9,758,1.0
1975,在主题教育中深化理论学习,7,5,821,0.7142857142857143
1976,从群众最关心的事做起,7,6,726,0.8571428571428571
1977,激扬“北斗”志气厚植“天问”情怀,10,8,969,0.8
1978,练就过硬本领，锤炼品德修为,6,6,632,1.0
1979,破除“输入”“输出”模式迷思,9,7,786,0.7777777777777778
1980,辛识平唱出我们心中的国,6,4,455,0.6666666666666666
1981,前进！幸福是奋斗出来的,7,5,206,0.7142857142857143
1982,全力以赴打好规划落实攻坚战,6,5,623,0.8333333333333334
1983,办好人民满意的教育,4,4,883,1.0
1984,生育养育教育公共政策如何设计共“育”未来,11,8,721,0.7272727272727273
1985,钟声符合历史潮流的正确决断,6,3,672,0.5
1986,紧紧依靠人民群众打赢防疫人民战争,6,6,666,1.0
1987,全力战“疫”需要“好评”激励,10,10,411,1.0
1988,关键时刻调得出、用得上,5,5,753,1.0
1989,一堂厚重隽永的爱国主义教育课,6,6,707,1.0
1990,唱响劳动者的奋斗之歌,5,5,619,1.0
1991,“人权”幌子掩盖不了险恶用心,7,6,667,0.8571428571428571
1992,五个行动阻断疫情传播,5,5,609,1.0
1993,逆流之举损人害己,4,1,396,0.25
1994,让宝贵文化遗产绽放新光彩,6,6,721,1.0
1995,把发展经济着力点放在实体经济上,8,8,768,1.0
1996,紧盯强敌对手大抓军事训练,6,6,613,1.0
1997,努力续写更多“春天的故事”,9,9,801,1.0
1998,以司法为社会树立无歧视价值标杆,9,8,552,0.8888888888888888
1999,心成就人生之美,4,3,757,0.75
2000,踏踏实实把正在做的事情做好,7,7,503,1.0
2001,告知承诺制推动“放管服”改革走向纵深,9,8,709,0.8888888888888888
2002,一切为了生命和健康让路,6,5,381,0.8333333333333334
2003,推动平台经济规范健康持续发展,7,7,584,1.0
2004,让创新创业创造之花竞相绽放,7,7,373,1.0
2005,生命在坚守战位中绽放光华,7,7,471,1.0
2006,把好“防疫门”，守卫来之不易的向好形势,13,10,365,0.7692307692307693
2007,中国经济“磁场”活力不减引力更强,9,9,770,1.0
2008,请“砖家”慎开“金口”,8,6,490,0.75
2009,和音坚定不移维护和引领经济全球化,8,7,751,0.875
2010,企图独霸疫苗美国政客上演“蛇吞象”,9,9,1021,1.0
2011,打破沉默让香港市民的“正义之声”更大更多更响亮,14,11,729,0.7857142857142857
2012,激扬爱国主义的硬核力量,5,5,427,1.0
2013,把握中国经济发展大势,5,3,644,0.6
2014,减负当落实切忌走形式,6,2,685,0.3333333333333333
2015,望海楼今天，我们都是武汉人,8,7,815,0.875
2016,让中国特色社会主义更有说服力,7,7,663,1.0
2017,把握高质量发展的时代要求,6,4,826,0.6666666666666666
2018,砥砺奋进当鼓“气”,6,5,681,0.8333333333333334
2019,中国不断谱写互利共赢新篇章,6,6,664,1.0
2020,望海楼党中央治国理政的伟大实践,7,6,688,0.8571428571428571
2021,无惧疫情“大考”中国经济加速恢复,9,7,919,0.7777777777777778
2022,调整的是顺序提高的是质量,8,8,408,1.0
2023,人民日报和音复工复产，中国自有底气,9,6,738,0.6666666666666666
2024,众志成城一个国家的民心所向,5,4,601,0.8
2025,慰问电彰显中国道义（望海楼）,7,6,642,0.8571428571428571
2026,诚信，助推稳定致富的“利器”,9,7,379,0.7777777777777778
2027,释放诚实守信的正能量,6,5,678,0.8333333333333334
2028,不断从实践中总结经验全面提高抗灾能力,8,8,453,1.0
2029,改革开放是中国的最大底气,6,6,735,1.0
2030,以自我革命的精神整治形式主义,7,7,1066,1.0
2031,领导干部“带货”要带回点“干货”,11,9,293,0.8181818181818182
2032,化危为机释放经济潜能,5,4,694,0.8
2033,中国之治世界之鉴,4,2,436,0.5
2034,治污就要“咬住问题不放松”,8,7,779,0.875
2035,落实好“建制度、不干预、零容忍”持续优化资本市场生态,17,17,1052,1.0
2036,钟声关键之处见从容,5,4,711,0.8
2037,辛识平关爱“新时代最可爱的人”,10,9,330,0.9
2038,不能总被“姜一军”,6,6,346,1.0
2039,种族歧视让美国“不能呼吸”,7,7,686,1.0
2040,携手构建中缅命运共同体,6,6,607,1.0
2041,铭记伟大胜利推进伟大事业,4,4,755,1.0
2042,种子的使命是扎根大地,6,5,755,0.8333333333333334
2043,构建具有全球竞争力的人才高地,7,7,707,1.0
2044,国纪平共建一带一路开创美好未来,6,5,4092,0.8333333333333334
2045,一株草，万里情,5,2,587,0.4
2046,共创美好未来共享伟大荣光,5,5,779,1.0
2047,把好战术演练评估关,6,6,1029,1.0
2048,颗粒归仓心里不慌,4,4,451,1.0
2049,兑现庄严的承诺,4,4,900,1.0
2050,重启磋商是解决问题的正确选择,7,6,615,0.8571428571428571
2051,善于运用制度优势应对风险挑战,7,7,757,1.0
2052,中国精神的时代精华,5,5,959,1.0
2053,再也不见！美国史上最差国务卿,7,7,772,1.0
2054,辛识平致敬，乘风破浪的平凡英雄！,8,7,478,0.875
2055,全力培养社会主义建设者和接班人,6,6,731,1.0
2056,港区国安法将敲响美国干涉的丧钟,8,7,588,0.875
2057,弘扬文明古国的智慧和担当,6,4,647,0.6666666666666666
2058,特殊时期，“宅”是一种社会责任,10,7,293,0.7
2059,建设高质量教育体系,4,4,672,1.0
2060,用爱国奋斗点亮青春,5,5,275,1.0
2061,精准扶贫的湘西经验,5,5,617,1.0
2062,走高质量发展之路不断增进民生福祉,9,9,748,1.0
2063,以钉钉子精神解决形式主义突出问题,7,7,503,1.0
2064,开启尽心履职新征程,5,5,775,1.0
2065,让厉行节约、反对浪费蔚然成风,6,6,631,1.0
2066,把握经济大势办好自己的事,7,7,664,1.0
2067,助力复工复产要精准帮扶,5,3,701,0.6
2068,望海楼澳门明天必将更加美好,6,5,664,0.8333333333333334
